1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
4.3,4.266666667,4.233333333,4.066666667,4.033333333,3.933333333,4,3.9,4.233333333,4.4,4.833333333,5.5,5.7,5.833333333,5.733333333,5.866666667,5.866666667,6.133333333,6.133333333,5.833333333,5.7,5.6,5.433333333,5.433333333,5.3,5.1,4.966666667,4.966666667,4.733333333,4.633333333,4.633333333,4.433333333,4.5,4.5,4.666666667,4.8,5,5.333333333,6,6.866666667,8.266666667,9.3,9.633333333,9.933333333,9.833333333,9.633333333,9.466666667,9.5,9.033333333,9.066666667,9,8.633333333,8.266666667,8.2,8.033333333,7.8,7.733333333,7.533333333,7.233333333,6.933333333,6.666666667,6.2,6.066666667,5.7,5.533333333,5.433333333,5.1,5.033333333,4.9,4.933333333,4.9,4.766666667,4.566666667,4.366666667,4.333333333,4.166666667,4.033333333,3.933333333,3.766666667,3.833333333,3.866666667,3.633333333,3.6,3.6,3.833333333,13,8.8,6.733333333,6.233333333,5.933333333,5.066666667,4.166666667,3.8,3.633333333,3.533333333,3.566666667
