1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
0.340333333,0.428333333,0.563333333,0.652333333,0.777333333,0.755333333,0.904333333,0.957666667,0.811,0.786,0.737666667,0.56,0.571333333,0.662666667,0.737666667,0.769666667,0.945,0.735,0.780333333,0.842333333,0.959333333,1.032333333,1.244666667,1.363333333,1.41,1.566,1.923666667,1.941,1.815,2.075,2.032333333,1.760666667,1.746666667,2.059666667,2.164666667,2.548666667,2.819,3.660333333,3.510666667,1.856666667,1.332,1.554,1.782,1.969,2.049666667,2.121333333,2.072,2.341333333,2.861,3.132666667,3.029,2.961666667,3.183333333,2.959333333,3.079666667,3.003666667,3.092666667,2.767333333,2.943666667,2.89,2.925333333,2.879666667,2.795,2.186,1.630333333,1.761,1.444333333,1.266333333,0.990666667,1.276,1.295333333,1.434666667,1.502,1.405666667,1.592666667,1.745333333,1.886333333,2.086666667,2.135,1.963333333,1.866666667,1.922,1.862333333,1.859333333,1.410666667,0.758333333,1.067333333,1.168,1.560666667,1.759333333,1.902333333,2.194666667,2.874333333,3.978666667,3.359666667,3.257333333
